,id,country,ccode,year,region,protest,protestnumber,protesterviolence,location,participants_category,participants,protesteridentity,arrests,accomodation,beatings,crowddispersal,ignore,killings,no_response,shootings,labor_wage_dispute,land_farm_issue,no_demands,police_brutality,political_behavior_process,price increases_tax_policy,removal_of_politician,social_restrictions,start_date,end_date
3653,2052009001,Ireland,205,2009,Europe,1,1,0.0,Dublin,>10000,15000,union of students in ireland usi,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2009-02-04,2009-02-04
3654,2052009002,Ireland,205,2009,Europe,1,2,0.0,Dublin,2000-4999,2000,gardai,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2009-02-25,2009-02-25
3655,2052009003,Ireland,205,2009,Europe,1,3,0.0,Dublin,100-999,500,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2009-03-13,2009-03-13
3656,2052010001,Ireland,205,2010,Europe,1,1,1.0,Dublin,>10000,10000s,union of students in ireland usi,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2010-11-03,2010-11-03
3657,2052010002,Ireland,205,2010,Europe,1,2,0.0,Dublin,50-99,50+,union of students in ireland usi,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2010-11-12,2010-11-12
3658,2052010003,Ireland,205,2010,Europe,1,3,0.0,Dublin,>10000,100000,irish congress of trade unions ictu,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2010-11-27,2010-11-27
3659,2052010004,Ireland,205,2010,Europe,1,4,0.0,Dublin,1000-1999,1000+,protesters,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2010-12-07,2010-12-07
3661,2052012001,Ireland,205,2012,Europe,1,1,0.0,Dublin,5000-10000,5000+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2012-03-31,2012-03-31
3662,2052012002,Ireland,205,2012,Europe,1,2,0.0,Dublin,5000-10000,6000,protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2012-11-14,2012-11-14
3663,2052013001,Ireland,205,2013,Europe,1,1,0.0,Dublin,,150,pro choice supporters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2013-01-19,2013-01-19
3664,2052013002,Ireland,205,2013,Europe,1,2,0.0,Dublin,1000-1999,1500,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-02-03,2013-02-03
3665,2052013003,Ireland,205,2013,Europe,1,3,0.0,"Dublin, Cork, Galway, Limerick, Sligo, Waterford",>10000,60000,irish congress of trade unions,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-02-09,2013-02-09
3666,2052013004,Ireland,205,2013,Europe,1,4,0.0,Cork,1000-1999,1000,irish farmers association ifa,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2013-03-09,2013-03-09
3667,2052013005,Ireland,205,2013,Europe,1,5,0.0,Dublin,100-999,300,irish farmers association ifa,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-03-11,2013-03-11
3668,2052013006,Ireland,205,2013,Europe,1,6,0.0,Clare County,50-99,80,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-04-02,2013-04-02
3669,2052013007,Ireland,205,2013,Europe,1,7,0.0,Dublin,5000-10000,5000,campaign against household and water taxes,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,2013-04-13,2013-04-13
3670,2052013008,Ireland,205,2013,Europe,1,8,0.0,Dublin,100-999,100,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-04-24,2013-04-24
3671,2052013009,Ireland,205,2013,Europe,1,9,0.0,Dublin,50-99,50+,tui,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2013-04-25,2013-04-25
3672,2052013010,Ireland,205,2013,Europe,1,10,0.0,Dublin,100-999,700,dublin council of trade unions dctu,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-05-01,2013-05-01
3673,2052013011,Ireland,205,2013,Europe,1,11,0.0,Listowel,50-99,70,turf cutters and contractors association,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-05-09,2013-05-09
3674,2052013012,Ireland,205,2013,Europe,1,12,0.0,Dublin,>10000,30000,pro life campaign,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2013-06-08,2013-06-08
3675,2052013013,Ireland,205,2013,Europe,1,13,0.0,Longford,100-999,200,anti abortion protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2013-06-16,2013-06-16
3676,2052013014,Ireland,205,2013,Europe,1,14,0.0,Dublin,1000-1999,1000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-06-21,2013-06-21
3677,2052013015,Ireland,205,2013,Europe,1,15,0.0,Cork,50-99,50,asylum seekers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-06-25,2013-06-25
3678,2052013016,Ireland,205,2013,Europe,1,16,0.0,Dublin,100-999,100s,pro life protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2013-07-10,2013-07-10
3679,2052013017,Ireland,205,2013,Europe,1,17,0.0,Dublin,100-999,100s,pro choice protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2013-07-10,2013-07-10
3680,2052013018,Ireland,205,2013,Europe,1,18,0.0,Dublin,2000-4999,4000,lgbt noise,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2013-08-18,2013-08-18
3681,2052013019,Ireland,205,2013,Europe,1,19,0.0,Listowel,100-999,150,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-08-25,2013-08-25
3682,2052013020,Ireland,205,2013,Europe,1,20,0.0,Ballinasloe,2000-4999,2500,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-09-15,2013-09-15
3683,2052013021,Ireland,205,2013,Europe,1,21,0.0,Leinster,100-999,100s,protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2013-09-18,2013-09-18
3684,2052013022,Ireland,205,2013,Europe,1,22,0.0,"Dublin, Cork",1000-1999,1000+,union of students in ireland usi,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-10-01,2013-10-01
3685,2052013023,Ireland,205,2013,Europe,1,23,0.0,Dublin,100-999,150,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-10-15,2013-10-15
3686,2052013024,Ireland,205,2013,Europe,1,24,0.0,Dublin,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,2013-10-22,2013-10-22
3687,2052013025,Ireland,205,2013,Europe,1,25,0.0,Dublin,50-99,50+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-10-26,2013-10-26
3688,2052013026,Ireland,205,2013,Europe,1,26,0.0,Waterford,1000-1999,1500,comeraghs against pylons and comeragh rathgormack k9 pylon prevention groups,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-11-09,2013-11-09
3689,2052013027,Ireland,205,2013,Europe,1,27,0.0,Dublin,100-999,100s,travelers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-11-25,2013-11-25
3690,2052014001,Ireland,205,2014,Europe,1,1,0.0,Wexford,100-999,100s,rethink pylons.org,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-01-05,2014-01-05
3691,2052014002,Ireland,205,2014,Europe,1,2,0.0,Dublin,50-99,50+,union of students in ireland usi,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2014-02-06,2014-02-06
3692,2052014003,Ireland,205,2014,Europe,1,3,0.0,Dublin,5000-10000,10000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-02-17,2014-02-17
3693,2052014004,Ireland,205,2014,Europe,1,4,0.0,Dublin,100-999,300+,taxi drivers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-02-17,2014-02-17
3694,2052014005,Ireland,205,2014,Europe,1,5,0.0,Cork,100-999,200,trade unions,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2014-02-19,2014-02-19
3695,2052014006,Ireland,205,2014,Europe,1,6,0.0,Connemra,100-999,100s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-02-23,2014-02-23
3696,2052014007,Ireland,205,2014,Europe,1,7,0.0,Dublin,100-999,100,residents,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-02-25,2014-02-25
3697,2052014008,Ireland,205,2014,Europe,1,8,0.0,Dublin,100-999,500,irish postmasters union,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-02-26,2014-02-26
3698,2052014009,Ireland,205,2014,Europe,1,9,0.0,Cork,1000-1999,1000+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-03-01,2014-03-01
3699,2052014010,Ireland,205,2014,Europe,1,10,0.0,Enniskillen,50-99,50+,garrison and lough melvin fishing association,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-03-01,2014-03-01
3700,2052014011,Ireland,205,2014,Europe,1,11,0.0,Dublin,2000-4999,3000,irish farmers association ifa,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-03-04,2014-03-04
3701,2052014012,Ireland,205,2014,Europe,1,12,0.0,National,>10000,27000,teacher? s union of ireland tui and asti,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-03-11,2014-03-11
3702,2052014013,Ireland,205,2014,Europe,1,13,0.0,Kilkenny,100-999,700+,campaign to complete the kilkenny ring road group,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-03-22,2014-03-22
3703,2052014014,Ireland,205,2014,Europe,1,14,0.0,Dublin,5000-10000,7000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-04-15,2014-04-15
3704,2052014015,Ireland,205,2014,Europe,1,15,0.0,Dublin,2000-4999,4500,pro life campaign,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-05-03,2014-05-03
3705,2052014016,Ireland,205,2014,Europe,1,16,0.0,Dublin,50-99,50,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-05-10,2014-05-10
3706,2052014017,Ireland,205,2014,Europe,1,17,0.0,Dublin,50-99,50+,protesters,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2014-05-21,2014-05-21
3707,2052014018,Ireland,205,2014,Europe,1,18,0.0,Cork,100-999,100,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-06-15,2014-06-15
3708,2052014019,Ireland,205,2014,Europe,1,19,0.0,Dublin,100-999,400,council members,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2014-06-17,2014-06-17
3709,2052014020,Ireland,205,2014,Europe,1,20,0.0,Dublin,50-99,50+,irish farmers association ifa,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-06-17,2014-06-17
3710,2052014021,Ireland,205,2014,Europe,1,21,0.0,Galway,50-99,50,psychiatric nurses association,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-07-03,2014-07-03
3711,2052014022,Ireland,205,2014,Europe,1,22,0.0,Skopje,100-999,100s,ethnic albanians,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-07-11,2014-07-11
3712,2052014023,Ireland,205,2014,Europe,1,23,0.0,Dublin,50-99,50+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-07-30,2014-07-30
3713,2052014024,Ireland,205,2014,Europe,1,24,0.0,Kilkenny,50-99,50+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-08-05,2014-08-05
3714,2052014025,Ireland,205,2014,Europe,1,25,0.0,"Belcoo, Co Fermanagh, Fermanagh, Leitrim, and Cavan",100-999,100s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-08-08,2014-08-08
3715,2052014026,Ireland,205,2014,Europe,1,26,0.0,Drogheda,50-99,70+,irish nurses and midwives organization inmo and siptu,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2014-08-20,2014-08-20
3716,2052014027,Ireland,205,2014,Europe,1,27,0.0,Dublin,2000-4999,1000s,choice ireland and the abortion rights campaign,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2014-08-20,2014-08-20
3717,2052014028,Ireland,205,2014,Europe,1,28,0.0,Limerick,100-999,200+,asylum seekers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-08-22,2014-08-22
3718,2052014029,Ireland,205,2014,Europe,1,29,0.0,Waterford,50-99,50+,waterford crystal workers,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2014-08-23,2014-08-23
3719,2052014030,Ireland,205,2014,Europe,1,30,0.0,National,100-999,100s,national bus and rail union nbru and siptu,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2014-08-24,2014-08-24
3720,2052014031,Ireland,205,2014,Europe,1,31,0.0,"Dublin, Midlands",50-99,50+,asylum seekers,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2014-09-02,2014-09-11
3721,2052014032,Ireland,205,2014,Europe,1,32,0.0,Cork,100-999,300,asylum seekers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-09-15,2014-09-18
3722,2052014033,Ireland,205,2014,Europe,1,33,0.0,Galway,50-99,60,irish nurses and midwives organisation inmo,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-09-17,2014-09-17
3723,2052014034,Ireland,205,2014,Europe,1,34,0.0,Cork,50-99,90,asylum seekers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-09-18,2014-09-18
3724,2052014035,Ireland,205,2014,Europe,1,35,0.0,Dublin,100-999,200+,national association of general practitioners nagp,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-09-24,2014-09-24
3725,2052014036,Ireland,205,2014,Europe,1,36,0.0,Midlands,2000-4999,3000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-10-03,2014-10-03
3726,2052014037,Ireland,205,2014,Europe,1,37,0.0,Dublin,100-999,150,protesters,1,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,2014-10-06,2014-10-06
3727,2052014038,Ireland,205,2014,Europe,1,38,0.0,Waterford,50-99,50+,asylum seekers,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2014-10-08,2014-10-08
3728,2052014039,Ireland,205,2014,Europe,1,39,0.0,Dublin,>10000,50000+,protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,2014-10-11,2014-10-11
3729,2052014040,Ireland,205,2014,Europe,1,40,0.0,Dublin,,200,irish road haulage association,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2014-10-20,2014-10-20
3730,2052014041,Ireland,205,2014,Europe,1,41,0.0,"Limerick, Cork",5000-10000,7500,anti asterity alliance,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2014-10-25,2014-10-25
3731,2052014042,Ireland,205,2014,Europe,1,42,0.0,National,2000-4999,1000s,irish farmers association ifa,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2014-10-27,2014-10-28
3732,2052014043,Ireland,205,2014,Europe,1,43,0.0,Dublin,50-99,50+,pro choice activists,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2014-10-28,2014-10-28
3733,2052014044,Ireland,205,2014,Europe,1,44,0.0,National,>10000,100000+,anti austerity alliance,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2014-11-01,2014-11-01
3734,2052014045,Ireland,205,2014,Europe,1,45,0.0,Limerick,50-99,50,anti austerity alliance,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2014-11-03,2014-11-03
3735,2052014046,Ireland,205,2014,Europe,1,46,0.0,Dublin,100-999,300,protesters,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2014-11-05,2014-11-05
3736,2052014047,Ireland,205,2014,Europe,1,47,0.0,National,50-99,50+,irish farmers association ifa,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2014-11-09,2014-11-10
3737,2052014048,Ireland,205,2014,Europe,1,48,1.0,Sligo,100-999,400+,anti water charges protesters,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2014-11-15,2014-11-15
3738,2052014049,Ireland,205,2014,Europe,1,49,1.0,Dublin,50-99,50+,anti water charges protesters,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2014-11-16,2014-11-16
3739,2052014050,Ireland,205,2014,Europe,1,50,0.0,Dublin,2000-4999,2000,"irish nurses and midwives organisation, siptu and the psychiatric nurses association",0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,2014-11-18,2014-11-18
3740,2052014051,Ireland,205,2014,Europe,1,51,0.0,Dublin,100-999,500,asylum seekers,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2014-11-20,2014-11-20
3741,2052014052,Ireland,205,2014,Europe,1,52,0.0,Jobstown,100-999,200,anti water charges protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2014-11-22,2014-11-22
3742,2052014053,Ireland,205,2014,Europe,1,53,0.0,Dublin,>10000,30000+,anti water charges protesters,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2014-12-10,2014-12-10
3743,2052014054,Ireland,205,2014,Europe,1,54,0.0,Dublin,100-999,50+,anti water charges protesters,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2014-12-10,2014-12-10
3744,2052014055,Ireland,205,2014,Europe,1,55,1.0,Dublin,100-999,50+,anti water charges protesters,1,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2014-12-10,2014-12-10
3745,2052014056,Ireland,205,2014,Europe,1,56,0.0,Dublin,100-999,200,anti water charges protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2014-12-20,2014-12-20
3746,2052015001,Ireland,205,2015,Europe,1,1,0.0,Mullingar,50-99,50+,irish nurses and midwives organization,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2015-01-17,2015-01-17
3747,2052015002,Ireland,205,2015,Europe,1,2,0.0,Dublin,100-999,200,taxi drivers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2015-01-20,2015-01-20
3748,2052015003,Ireland,205,2015,Europe,1,3,0.0,Finglas,100-999,50+,water charges protest,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,2015-01-22,2015-01-22
3749,2052015004,Ireland,205,2015,Europe,1,4,0.0,Galway,100-999,100,equality tribunal,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,2015-01-30,2015-01-30
3750,2052015005,Ireland,205,2015,Europe,1,5,0.0,National,>10000,25000+,protesters,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2015-01-31,2015-01-31
3751,2052015006,Ireland,205,2015,Europe,1,6,0.0,Dublin,2000-4999,2000,association of childhood professionals,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-02-17,2015-02-17
3752,2052015007,Ireland,205,2015,Europe,1,7,0.0,Dublin,100-999,100+,mental health advocates,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-02-18,2015-02-18
3753,2052015008,Ireland,205,2015,Europe,1,8,0.0,Dublin and Castlebar,5000-10000,5000+,right2water,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-02-21,2015-02-21
3754,2052015009,Ireland,205,2015,Europe,1,9,0.0,,100-999,120,coalition of nuig students societies,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,2015-02-25,2015-02-25
3755,2052015010,Ireland,205,2015,Europe,1,10,1.0,Killarney,100-999,500,campaign against water charges,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-02-28,2015-02-28
3756,2052015011,Ireland,205,2015,Europe,1,11,0.0,"Dublin, Sligo, Cork, Drogheda",100-999,200+,union member nurses,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-03-02,2015-03-02
3757,2052015012,Ireland,205,2015,Europe,1,12,0.0,Dublin,50-99,50+,undocumented migrants,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2015-03-15,2015-03-15
3758,2052015013,Ireland,205,2015,Europe,1,13,0.0,Dublin,>10000,20000+,right2water,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-03-21,2015-03-21
3759,2052015014,Ireland,205,2015,Europe,1,14,0.0,Castlebar,50-99,50+,protesters,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,2015-03-23,2015-03-23
3760,2052015015,Ireland,205,2015,Europe,1,15,0.0,Dublin,5000-10000,10000,water protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-04-18,2015-04-18
3761,2052015016,Ireland,205,2015,Europe,1,16,0.0,Cremlin,100-999,100+,water protesters,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2015-04-20,2015-04-20
3762,2052015017,Ireland,205,2015,Europe,1,17,0.0,Dublin,5000-10000,5000+,dublin council of trade unions & right2water,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-05-01,2015-05-01
3763,2052015018,Ireland,205,2015,Europe,1,18,0.0,Cork City,1000-1999,1000+,anti austerity alliance,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-06-06,2015-06-06
3764,2052015019,Ireland,205,2015,Europe,1,19,0.0,Dublin,2000-4999,3000,dunnes store workers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2015-06-06,2015-06-06
3765,2052015020,Ireland,205,2015,Europe,1,20,0.0,Dublin,50-99,50+,pensioners,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,2015-06-10,2015-06-10
3766,2052015021,Ireland,205,2015,Europe,1,21,0.0,Dublin,5000-10000,5000,water protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-06-20,2015-06-20
3767,2052015022,Ireland,205,2015,Europe,1,22,0.0,Dublin,100-999,50+,water protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-07-15,2015-07-15
3768,2052015023,Ireland,205,2015,Europe,1,23,0.0,Letterkenny,100-999,400,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-08-07,2015-08-07
3769,2052015024,Ireland,205,2015,Europe,1,24,0.0,Dublin,>10000,10000s,right2water,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-08-29,2015-08-29
3770,2052015025,Ireland,205,2015,Europe,1,25,0.0,Dublin,2000-4999,2000+,protesters.,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-09-12,2015-09-12
3771,2052015026,Ireland,205,2015,Europe,1,26,0.0,Dublin,100-999,200,roopesh panicker member of the hindu community,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2015-10-25,2015-10-25
3772,2052015027,Ireland,205,2015,Europe,1,27,0.0,Dublin,100-999,50+,tax justice ireland & debt and development coalition ireland,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-10-27,2015-10-27
3773,2052015028,Ireland,205,2015,Europe,1,28,0.0,Dublin,50-99,50+,travellers,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,2015-10-28,2015-10-28
3774,2052015029,Ireland,205,2015,Europe,1,29,0.0,Dublin,100-999,100,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-11-02,2015-11-02
3775,2052015030,Ireland,205,2015,Europe,1,30,0.0,Carrick on Shannon,100-999,500,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2015-11-14,2015-11-14
3776,2052015031,Ireland,205,2015,Europe,1,31,0.0,"Dublin, Cork, Galway",5000-10000,5600+,stop climate chaos transition galway,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-11-29,2015-11-29
3777,2052015032,Ireland,205,2015,Europe,1,32,1.0,Dublin,100-999,100s,national homeless and housing coalition,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2015-12-01,2015-12-01
3778,2052016001,Ireland,205,2016,Europe,1,1,0.0,"National, Dublin, Cork,",5000-10000,5000+,"right2water demonstrators, trade unions",0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2016-01-23,2016-01-23
3779,2052016002,Ireland,205,2016,Europe,1,2,0.0,Dublin,>10000,15000,right2change,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2016-02-20,2016-02-20
3780,2052016003,Ireland,205,2016,Europe,1,3,0.0,Dublin s St Vincents hospital,50-99,50+,nurses,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2016-03-02,2016-03-02
3781,2052016004,Ireland,205,2016,Europe,1,4,0.0,Dublin,50-99,50+,new land league,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,2016-03-29,2016-03-29
3782,2052016005,Ireland,205,2016,Europe,1,5,1.0,Dublin s Glasnevin Cemetery,100-999,100,32 county sovereignty movement,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2016-04-03,2016-04-03
3783,2052016006,Ireland,205,2016,Europe,1,6,0.0,Carrigaline Court Hotel in Cork,100-999,300,anti incinerator protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-04-19,2016-04-19
3784,2052016007,Ireland,205,2016,Europe,1,7,0.0,Finagles,50-99,50+,residents,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-04-20,2016-04-20
3785,2052016008,Ireland,205,2016,Europe,1,8,0.0,"Kildare street Dublin, Galway",100-999,100s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-04-28,2016-04-28
3786,2052016009,Ireland,205,2016,Europe,1,9,1.0,Limerick Circuit Civic Court,100-999,150,anti evocation protesters,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,2016-05-06,2016-05-06
3787,2052016010,Ireland,205,2016,Europe,1,10,0.0,South Dublin Monkstown Educate Together primary school,100-999,100,parents of students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-05-11,2016-05-11
3788,2052016011,Ireland,205,2016,Europe,1,11,0.0,Dublin,100-999,100s,senior gardai police,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2016-05-17,2016-05-17
3789,2052016012,Ireland,205,2016,Europe,1,12,0.0,Dublin,1000-1999,1000+,national homeless and housing coalition,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,2016-05-28,2016-05-28
3790,2052016013,Ireland,205,2016,Europe,1,13,0.0,"Foynes Port, Co Limerick",100-999,100+,farmers,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2016-08-02,2016-08-02
3791,2052016014,Ireland,205,2016,Europe,1,14,0.0,Dublin,50-99,50+,anti austerity alliance,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-09-19,2016-09-19
3792,2052016015,Ireland,205,2016,Europe,1,15,0.0,Dublin,>10000,20000,pro choice demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-09-24,2016-09-24
3793,2052016016,Ireland,205,2016,Europe,1,16,0.0,Dublin,50-99,50+,dublin cycling campaign and cyclist,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-10-03,2016-10-03
3794,2052016017,Ireland,205,2016,Europe,1,17,0.0,Dublin,5000-10000,10000,students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-10-19,2016-10-19
3795,2052016018,Ireland,205,2016,Europe,1,18,0.0,Sligo,50-99,50+,protesters,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2016-11-12,2016-11-12
